[16:51:11]  COMMAND	POST 	 "/wd/hub/session"
[16:52:59]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:52:59]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='2P']"}
[16:53:00]  RESULT		[{"ELEMENT":"95fcf415-d8e4-465a-ae14-68104a179cf5"}]
[16:53:00]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:53:00]  DATA		{}
[16:53:01]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XV8XFX+//E7LpHJRBur0dSdOqVCW4q7uy7uixYKFGdhYbHiC8uyi3+R\nurfUS901adxtMjNJxn5/hF83nbkzGctYXs/H/rG999x ... (231118 more bytes)
[16:53:01]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:01]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='2P']"}
[16:53:02]  RESULT		{"ELEMENT":"11cf9220-a2a8-433a-9f4e-6632d6c41a2a"}
[16:53:02]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/11cf9220-a2a8-433a-9f4e-6632d6c41a2a/click"
[16:53:02]  DATA		{}
[16:53:02]  RESULT		true
[16:53:02]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:02]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='searchSimoq']"}
[16:53:04]  RESULT		{"ELEMENT":"c71a7410-c58b-424a-b184-53acb0cad9c3"}
[16:53:04]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:53:04]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='searchSimoq']"}
[16:53:05]  RESULT		[{"ELEMENT":"6fc4d2ea-4458-46e3-9cf8-82ca6f6c2a60"}]
[16:53:05]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:53:05]  DATA		{}
[16:53:05]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3WV8m9fZx/FbDLbMbIecOsyMTdJQV+alK+NSXBnSpm1Wxq3MK27lldIw\nc9IGHE7cOGBmW7IkWxY8L9wnc6RbsiTLIv++n71ozg3 ... (226590 more bytes)
[16:53:05]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:05]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='searchSimoq']"}
[16:53:07]  RESULT		{"ELEMENT":"5ebc00db-040e-4121-ad4c-0c61b9231bc6"}
[16:53:07]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/5ebc00db-040e-4121-ad4c-0c61b9231bc6/click"
[16:53:07]  DATA		{}
[16:53:07]  RESULT		true
[16:53:07]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:07]  DATA		{"using":"xpath","value":"//android.widget.Image[@text='Add To Cart']"}
[16:53:08]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:53:08]  DATA		{"using":"xpath","value":"//android.widget.Image[@text='Add To Cart']"}
[16:53:10]  RESULT		[{"ELEMENT":"e1b46666-e51b-4dce-a454-fd481740d46c"}]
[16:53:10]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:53:10]  DATA		{}
[16:53:11]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XdgW9Xd//Fzr7ZsSd47yyEDEsKegQSaEGjpoJS28NBf6aKFQtcDDRBW\ngTAKXbRltdBBnw6glNGyRxkBskNCSEhCEifxtrwkW7Y ... (580016 more bytes)
[16:53:11]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:11]  DATA		{"using":"xpath","value":"//android.widget.Image[@text='Add To Cart']"}
[16:53:13]  RESULT		{"ELEMENT":"2fb82bce-d5d9-4a4b-a5d0-e24b293dc249"}
[16:53:13]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/2fb82bce-d5d9-4a4b-a5d0-e24b293dc249/click"
[16:53:13]  DATA		{}
[16:53:13]  RESULT		true
[16:53:13]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:13]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='cartCount']"}
[16:53:16]  RESULT		{"ELEMENT":"b02ad7a2-182b-474d-a509-23ff1f92d9e4"}
[16:53:16]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:53:16]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='cartCount']"}
[16:53:18]  RESULT		[{"ELEMENT":"eabca3a5-faec-4cc2-ba64-b4acbcf4aab5"}]
[16:53:18]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:53:18]  DATA		{}
[16:53:19]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XdgW9Xd//Fzr7ZsSZ7xzCYDCCtsAgmQMFraPpRSCg/8SltKC4VOIEDY\nm0JbSltWC20fOoFSRtmrjDCyGSEhCUmcxNvykjw17v3 ... (588498 more bytes)
[16:53:19]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:19]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='cartCount']"}
[16:53:21]  RESULT		{"ELEMENT":"e1c91b76-3204-4ef1-bc68-4aaa8335c8da"}
[16:53:21]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/e1c91b76-3204-4ef1-bc68-4aaa8335c8da/click"
[16:53:21]  DATA		{}
[16:53:21]  RESULT		true
[16:53:21]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:21]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Checkout')]"}
[16:53:24]  RESULT		{"ELEMENT":"797c7c2a-b1ec-455e-b722-e91819c1616f"}
[16:53:24]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:53:24]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Checkout')]"}
[16:53:24]  RESULT		[{"ELEMENT":"2dfee2e5-5959-4284-bb9c-4217b6a5f621"}]
[16:53:25]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:53:25]  DATA		{}
[16:53:25]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xl81NW9//FzvjOZyWTfE8IeREEQFUUUVGRRqbh0s1drrb23tdZWbW1d\nEMQVpdW2P7toW29tb61dtItWrVbrhojsIBQVVMKajUz ... (161250 more bytes)
[16:53:25]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:25]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Checkout')]"}
[16:53:26]  RESULT		{"ELEMENT":"5f78bb99-7977-4776-8501-fda0a7a89ab9"}
[16:53:26]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/5f78bb99-7977-4776-8501-fda0a7a89ab9/click"
[16:53:26]  DATA		{}
[16:53:26]  RESULT		true
[16:53:26]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:26]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Name')]"}
[16:53:29]  RESULT		{"ELEMENT":"fb04018f-d67f-4d7c-939f-611c117bfc0b"}
[16:53:29]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:53:29]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Name')]"}
[16:53:29]  RESULT		[{"ELEMENT":"e35e7f43-69d1-4103-a1ac-3e24cdf0deed"}]
[16:53:29]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:53:29]  DATA		{}
[16:53:30]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XecXHW9//Hv90yf3ZnZ3rLpBBJK6J1LaGKkWkBRr+L9IQqKKKj0IkoR\nsHuFq9eK6BUrKgIiBDAJEFpICJBC+vadbTO7M7tTzvn ... (128790 more bytes)
[16:53:30]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:30]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Name')]"}
[16:53:30]  RESULT		{"ELEMENT":"7e555d07-2aef-45ff-bc83-002f9b689489"}
[16:53:30]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/7e555d07-2aef-45ff-bc83-002f9b689489/clear"
[16:53:30]  DATA		{}
[16:53:30]  RESULT		"Element Cleared"
[16:53:30]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/7e555d07-2aef-45ff-bc83-002f9b689489/value"
[16:53:30]  DATA		{"value":["S","i","m","o","Q","T","e","s","t"],"text":"SimoQTest"}
[16:53:31]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:31]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Location')]"}
[16:53:32]  RESULT		{"ELEMENT":"3a7d4828-ce21-420e-b2b8-d982b8f2068b"}
[16:53:32]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:53:32]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Location')]"}
[16:53:33]  RESULT		[{"ELEMENT":"0b35014c-3c57-4525-8182-b17c30746666"}]
[16:53:33]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:53:33]  DATA		{}
[16:53:33]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xl8XHW9//HvObNPMpNksqfpTqEF2kLLDlI2sbK6gKL+FH8/REERBZV9\nEWURcPeKV68roldcERCwQKG2BQq0paWULnTPnsk6yUx ... (137924 more bytes)
[16:53:33]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:33]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Location')]"}
[16:53:34]  RESULT		{"ELEMENT":"90e570ca-bb60-405a-9221-da79ad032972"}
[16:53:34]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/90e570ca-bb60-405a-9221-da79ad032972/clear"
[16:53:34]  DATA		{}
[16:53:34]  RESULT		"Element Cleared"
[16:53:34]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/90e570ca-bb60-405a-9221-da79ad032972/value"
[16:53:34]  DATA		{"value":["S","i","m","o","Q","T","e","s","t","L","(7 more items)"],"text":"SimoQTestLocation"}
[16:53:34]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:34]  DATA		{"using":"xpath","value":"//android.widget.Spinner[@resource-id='undefined']"}
[16:53:35]  RESULT		{"ELEMENT":"b10f6cbc-8a08-4361-809f-5f5ccc80c8f8"}
[16:53:35]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:53:35]  DATA		{"using":"xpath","value":"//android.widget.Spinner[@resource-id='undefined']"}
[16:53:36]  RESULT		[{"ELEMENT":"df4c9abc-0b38-4d7f-8e85-e5884f85e277"}]
[16:53:36]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:53:36]  DATA		{}
[16:53:36]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xl8XHW9//HvObNPMpNksqfpTqEF2kLLDlI2sbK6gKL+FH8/REERBZV9\nEWURcPeKV68roldcERCwQKG2BQq0paWULnTPnsk6yUx ... (149468 more bytes)
[16:53:36]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:36]  DATA		{"using":"xpath","value":"//android.widget.Spinner[@resource-id='undefined']"}
[16:53:37]  RESULT		{"ELEMENT":"f9a033fd-5fc0-4d9e-a793-97b0a7565cd0"}
[16:53:37]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/f9a033fd-5fc0-4d9e-a793-97b0a7565cd0/click"
[16:53:37]  DATA		{}
[16:53:37]  RESULT		true
[16:53:37]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:37]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[contains(@text,'Bangalore Office')]"}
[16:53:44]  RESULT		{"ELEMENT":"fda3e899-e552-4579-8f1a-92394c5a4fb8"}
[16:53:44]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:53:44]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[contains(@text,'Bangalore Office')]"}
[16:53:55]  RESULT		[{"ELEMENT":"70baf978-f2bb-48b0-a268-d103a233bd21"}]
[16:53:55]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:53:55]  DATA		{}
[16:53:55]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XeAG+Wd//FnRn13JW3vrhhswAXTIcS0cA4tDS4k+eWSu1Q4ksAFQseh\nmUDgApd+KYSEJJd2CRwdYgyObTDgbjAueF3WW7VVu9K ... (251040 more bytes)
[16:53:56]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:53:56]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[contains(@text,'Bangalore Office')]"}
[16:54:06]  RESULT		{"ELEMENT":"e873c097-3834-4ae0-921f-d7abce8a2c1c"}
[16:54:06]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/e873c097-3834-4ae0-921f-d7abce8a2c1c/click"
[16:54:06]  DATA		{}
[16:54:06]  RESULT		true
[16:54:06]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:54:06]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Place Enquiry')]"}
[16:54:07]  RESULT		{"ELEMENT":"2f5ebf26-d894-4d52-b09f-1cd9558a6cbc"}
[16:54:07]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:54:07]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Place Enquiry')]"}
[16:54:09]  RESULT		[{"ELEMENT":"6ab270b3-c052-4de6-8add-e0ffafb5584e"}]
[16:54:09]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:54:09]  DATA		{}
[16:54:09]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XecXHW9//HvOVO3zPaSbDadkARSSAIBEiShGqkWUNSf4u+HKCiioNKL\nKEXA7hWvXiuiVyxILyGkkE5IDyE9m2zvdWZ22jm/P2Z ... (247288 more bytes)
[16:54:09]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:54:09]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Place Enquiry')]"}
[16:54:10]  RESULT		{"ELEMENT":"37fbf6b2-0bd9-4425-bd90-5128037a3330"}
[16:54:10]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/37fbf6b2-0bd9-4425-bd90-5128037a3330/click"
[16:54:10]  DATA		{}
[16:54:10]  RESULT		true
[16:54:10]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:54:10]  DATA		{"using":"xpath","value":"//android.view.View[contains(@text,'Thank you')]"}
[16:54:12]  RESULT		{"ELEMENT":"124363ea-19eb-486e-90bf-af00bd311eb3"}
[16:54:12]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/elements"
[16:54:12]  DATA		{"using":"xpath","value":"//android.view.View[contains(@text,'Thank you')]"}
[16:54:13]  RESULT		[{"ELEMENT":"d8ebc8d3-b4ed-4bcd-afb1-f6b04566451d"}]
[16:54:13]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/screenshot"
[16:54:13]  DATA		{}
[16:54:13]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XmcnXdh3/sz+yZpNDMa7Ztly7Kx6w2wjbHZElpSdhIDBiekSUgKvTek\naWjaNA03SdubBEhLCElbSNOL8cISFscUsIMtgeUNvMm ... (124742 more bytes)
[16:54:13]  COMMAND	POST 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element"
[16:54:13]  DATA		{"using":"xpath","value":"//android.view.View[contains(@text,'Thank you')]"}
[16:54:14]  RESULT		{"ELEMENT":"51e2c48f-f464-451e-a350-366baaa78f60"}
[16:54:14]  COMMAND	GET 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a/element/51e2c48f-f464-451e-a350-366baaa78f60/text"
[16:54:14]  DATA		{}
[16:54:14]  RESULT		"Thank you for your Interest."
[16:54:19]  COMMAND	DELETE 	 "/wd/hub/session/b1cc3622-465e-4934-8680-6322b272604a"
[16:54:19]  DATA		{}
