[12:38:18]  COMMAND	POST 	 "/wd/hub/session"
[12:40:02]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3WV8m9fZx/FbZIEtM8QQcmqHmanhpCvz0pVxKa4MadM2a8qwlXnFrbxS\nGmZO2oDDiRsnMTNIlmQQPC/cJ3OkW7Iki/37fvaiOTe ... (224168 more bytes)
[12:40:02]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:02]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Pole')]"}
[12:40:03]  RESULT		{"ELEMENT":"62b98c31-a20a-4eca-80be-e8f1cf18879a"}
[12:40:03]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/62b98c31-a20a-4eca-80be-e8f1cf18879a/click"
[12:40:03]  DATA		{}
[12:40:03]  RESULT		true
[12:40:03]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:03]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='2P']"}
[12:40:05]  RESULT		{"ELEMENT":"3ea41889-88ca-42f5-b914-92090f715fd3"}
[12:40:05]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:05]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='2P']"}
[12:40:06]  RESULT		[{"ELEMENT":"de687dfe-b37b-4bfb-ad6e-1024bf71a399"}]
[12:40:06]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:40:06]  DATA		{}
[12:40:07]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XV8XFX+//E7lpFkMploYzXq3lKnVGhLcXfXxX3RQoHiLCwsVnxhWXbx\nRereUi9116Rxt8nMREZ+f4RfvunMncm45fV87B/be8+ ... (231390 more bytes)
[12:40:07]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:07]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='2P']"}
[12:40:08]  RESULT		{"ELEMENT":"333a9378-4a56-4de9-a65c-d4f9dfadc553"}
[12:40:08]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/333a9378-4a56-4de9-a65c-d4f9dfadc553/click"
[12:40:08]  DATA		{}
[12:40:08]  RESULT		true
[12:40:08]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:08]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='searchSimoq']"}
[12:40:10]  RESULT		{"ELEMENT":"68028009-ab50-44e5-92b6-a095144299d9"}
[12:40:10]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:10]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='searchSimoq']"}
[12:40:11]  RESULT		[{"ELEMENT":"763d495b-9177-42ba-95d8-b2e71c386117"}]
[12:40:11]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:40:11]  DATA		{}
[12:40:11]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3WV8m9fZx/FbZIEtM8QQcmqHmanhpCvz0pVxKa4MadM2a8qwlXnFrbxS\nGmZO2oDDiRsnMTNIlmQQPC/cJ3OkW7Iki/37fvaiOTe ... (226544 more bytes)
[12:40:11]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:11]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='searchSimoq']"}
[12:40:12]  RESULT		{"ELEMENT":"0adbd47a-965c-4fc4-a351-2b1840f44d51"}
[12:40:12]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/0adbd47a-965c-4fc4-a351-2b1840f44d51/click"
[12:40:12]  DATA		{}
[12:40:12]  RESULT		true
[12:40:12]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:12]  DATA		{"using":"xpath","value":"//android.widget.Image[@text='Add To Cart']"}
[12:40:14]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:14]  DATA		{"using":"xpath","value":"//android.widget.Image[@text='Add To Cart']"}
[12:40:16]  RESULT		[{"ELEMENT":"5ab3a253-82de-45ee-8544-4f58458fb420"}]
[12:40:16]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:40:16]  DATA		{}
[12:40:17]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XeAVNXd//Fz7/SZnZntnS5NEHtFQQOiiSnGmEQf84tpJhpNezSo2KJi\niSZRk9gSTTFPihpjSewlFlQ6gggCAgts7zuzdcq9vz9 ... (580020 more bytes)
[12:40:17]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:17]  DATA		{"using":"xpath","value":"//android.widget.Image[@text='Add To Cart']"}
[12:40:19]  RESULT		{"ELEMENT":"11f112ab-bd3b-4cdc-9d2c-1e645d36cb5d"}
[12:40:19]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/11f112ab-bd3b-4cdc-9d2c-1e645d36cb5d/click"
[12:40:19]  DATA		{}
[12:40:19]  RESULT		true
[12:40:19]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:19]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='cartCount']"}
[12:40:22]  RESULT		{"ELEMENT":"67bae1ec-0a2d-46c8-a947-ce6034d8875f"}
[12:40:22]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:22]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='cartCount']"}
[12:40:24]  RESULT		[{"ELEMENT":"f6b4a32b-02c3-4291-813d-7c5ba134f470"}]
[12:40:24]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:40:24]  DATA		{}
[12:40:25]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XdgW9Xd//Fzr7ZkSd47mwwgrLAJJEBCoKXt01La0of+ShctlG4oI+xN\noS2lLauFtk83pZTRskcZYYQsRkhIQhIn8d6WPDXu/f0 ... (588478 more bytes)
[12:40:25]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:25]  DATA		{"using":"xpath","value":"//android.widget.Button[@resource-id='cartCount']"}
[12:40:27]  RESULT		{"ELEMENT":"a7b584cc-e2da-4f8e-8535-66bfd5832aa2"}
[12:40:28]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/a7b584cc-e2da-4f8e-8535-66bfd5832aa2/click"
[12:40:28]  DATA		{}
[12:40:28]  RESULT		true
[12:40:28]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:28]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Checkout')]"}
[12:40:30]  RESULT		{"ELEMENT":"0087fc77-a7b1-4985-8a25-a600c33672b1"}
[12:40:30]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:30]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Checkout')]"}
[12:40:31]  RESULT		[{"ELEMENT":"dc0fbe97-456f-40df-8b18-2dcb172e1c22"}]
[12:40:31]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:40:31]  DATA		{}
[12:40:31]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xd829W9//FzvpJly3vbsbNDICEhQCAEkkDIgpQwSlt6oZTSe1tKaYGW\nlhESwgykhbY/OqAtt7S3lA7ogAKFQlkhhOyEhEAWcab ... (161262 more bytes)
[12:40:31]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:31]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Checkout')]"}
[12:40:32]  RESULT		{"ELEMENT":"dc8c3d1d-5e00-4f39-9115-05675d89cda3"}
[12:40:32]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/dc8c3d1d-5e00-4f39-9115-05675d89cda3/click"
[12:40:32]  DATA		{}
[12:40:33]  RESULT		true
[12:40:33]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:33]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Name')]"}
[12:40:34]  RESULT		{"ELEMENT":"f7b7cc3b-a0a5-4b1e-9772-40e12f0a0aef"}
[12:40:34]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:34]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Name')]"}
[12:40:36]  RESULT		[{"ELEMENT":"d096d1f4-0aaf-4baa-b8e7-5f06ab5f0ce1"}]
[12:40:36]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:40:36]  DATA		{}
[12:40:36]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xl8Y3W9//Hv92Rvm6R7p8vsDMywDPvOZdjEEQRcQFGv4v0hCoooqOyL\nKIuAu1e8esUF0QuuqAiIMIAzAwzbMMMAszB796Zb0iR ... (128758 more bytes)
[12:40:36]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:36]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Name')]"}
[12:40:37]  RESULT		{"ELEMENT":"ef06bc7d-bad4-40d1-814a-8b588bcaf77c"}
[12:40:37]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/ef06bc7d-bad4-40d1-814a-8b588bcaf77c/clear"
[12:40:37]  DATA		{}
[12:40:37]  RESULT		"Element Cleared"
[12:40:37]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/ef06bc7d-bad4-40d1-814a-8b588bcaf77c/value"
[12:40:37]  DATA		{"value":["S","i","m","o","Q","T","e","s","t"],"text":"SimoQTest"}
[12:40:37]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:37]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Location')]"}
[12:40:38]  RESULT		{"ELEMENT":"6c44cbb9-329b-48e5-afa0-7246ec4a3455"}
[12:40:38]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:38]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Location')]"}
[12:40:39]  RESULT		[{"ELEMENT":"12991dc9-7b05-4752-a611-03d4bc8e3a5b"}]
[12:40:39]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:40:39]  DATA		{}
[12:40:39]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xd8W/XZ9/HfOZoekmx5xSObQAIkgYQZKGGVpswOaGn7tPR5KC20lBba\nsmfLKNDdu/Ru705Ke5dOChRoCIGQBAgjISGEDDK9bXn ... (137916 more bytes)
[12:40:39]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:39]  DATA		{"using":"xpath","value":"//android.widget.EditText[contains(@text,'Project Location')]"}
[12:40:40]  RESULT		{"ELEMENT":"dc81ab3f-7ef7-4fd7-aac0-26686573c765"}
[12:40:40]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/dc81ab3f-7ef7-4fd7-aac0-26686573c765/clear"
[12:40:40]  DATA		{}
[12:40:40]  RESULT		"Element Cleared"
[12:40:40]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/dc81ab3f-7ef7-4fd7-aac0-26686573c765/value"
[12:40:40]  DATA		{"value":["S","i","m","o","Q","T","e","s","t","L","(7 more items)"],"text":"SimoQTestLocation"}
[12:40:41]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:41]  DATA		{"using":"xpath","value":"//android.widget.Spinner[@resource-id='undefined']"}
[12:40:41]  RESULT		{"ELEMENT":"82c17b85-a150-400b-be91-a1e952778e9a"}
[12:40:41]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:41]  DATA		{"using":"xpath","value":"//android.widget.Spinner[@resource-id='undefined']"}
[12:40:42]  RESULT		[{"ELEMENT":"49b75142-2452-470b-841f-86489b0316ec"}]
[12:40:42]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:40:42]  DATA		{}
[12:40:43]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xd8W/XZ9/HfOZoekmx5xSObQAIkgYQZKGGVpswOaGn7tPR5KC20lBba\nsmfLKNDdu/Ru705Ke5dOChRoCIGQBAgjISGEDDK9bXn ... (149472 more bytes)
[12:40:43]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:43]  DATA		{"using":"xpath","value":"//android.widget.Spinner[@resource-id='undefined']"}
[12:40:43]  RESULT		{"ELEMENT":"469e6883-5ed1-4fac-8a3b-49b7726cf67e"}
[12:40:43]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/469e6883-5ed1-4fac-8a3b-49b7726cf67e/click"
[12:40:43]  DATA		{}
[12:40:43]  RESULT		true
[12:40:43]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:40:43]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[contains(@text,'Bangalore Office')]"}
[12:40:51]  RESULT		{"ELEMENT":"f8027211-5e5d-4db7-bd70-6d8a1bc13d3d"}
[12:40:51]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:51]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[contains(@text,'Bangalore Office')]"}
[12:41:02]  RESULT		[{"ELEMENT":"ce8471f6-181e-45f0-9b70-93bb8a26fbce"}]
[12:41:02]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:41:02]  DATA		{}
[12:41:03]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XdgXNWZ9/Fz71SVUS9Ws2VjsAEXbDDFITY1pqZBQpI3m+ymwpIENhA6\nDs0EAhvY9E2yhIQkmx5YOo4xGNvY4G6DcZVsyaqjOpo ... (250204 more bytes)
[12:41:03]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:41:03]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[contains(@text,'Bangalore Office')]"}
[12:41:14]  RESULT		{"ELEMENT":"73770f72-2001-4037-8940-51920e76d528"}
[12:41:14]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/73770f72-2001-4037-8940-51920e76d528/click"
[12:41:14]  DATA		{}
[12:41:14]  RESULT		true
[12:41:14]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:41:14]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Place Enquiry')]"}
[12:41:16]  RESULT		{"ELEMENT":"89830d34-bea8-4abd-b4b2-095abc491a9a"}
[12:41:16]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:41:16]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Place Enquiry')]"}
[12:41:17]  RESULT		[{"ELEMENT":"5c18e2f9-3761-420c-a91f-7329387a2eb0"}]
[12:41:17]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:41:17]  DATA		{}
[12:41:18]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xd8W9X9//Fzr6aHvEfsOJuQBDJIAgESSthNmR3Q0vbX0t+P0paW0kJb\n9igto0B3v6Xf9ttJab+lg7LKCCGDbEJ2CNlx4r2HLMl ... (247314 more bytes)
[12:41:18]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:41:18]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Place Enquiry')]"}
[12:41:19]  RESULT		{"ELEMENT":"94ae134a-7291-4e1e-a445-55cf250ae53c"}
[12:41:19]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/94ae134a-7291-4e1e-a445-55cf250ae53c/click"
[12:41:19]  DATA		{}
[12:41:19]  RESULT		true
[12:41:19]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:41:19]  DATA		{"using":"xpath","value":"//android.view.View[contains(@text,'Thank you')]"}
[12:41:21]  RESULT		{"ELEMENT":"212b8019-e02e-4d1d-84cf-c8f3108561cf"}
[12:41:21]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:41:21]  DATA		{"using":"xpath","value":"//android.view.View[contains(@text,'Thank you')]"}
[12:41:22]  RESULT		[{"ELEMENT":"9459ba62-5544-4432-8179-f3cd9d56512c"}]
[12:41:22]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:41:22]  DATA		{}
[12:41:22]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XecnXdh5/szvWlmpBmNerNcZGOvG2AbY9MSErJ0EgMGJ2STkCzsvSGb\nDZvdbDbcZMtNAmSXEJLdQDZ7MTamhOKYBexgS2C5gZs ... (124742 more bytes)
[12:41:22]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:41:22]  DATA		{"using":"xpath","value":"//android.view.View[contains(@text,'Thank you')]"}
[12:41:22]  RESULT		{"ELEMENT":"bbc753f9-27ea-416b-95a1-b84779202584"}
[12:41:22]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/bbc753f9-27ea-416b-95a1-b84779202584/text"
[12:41:22]  DATA		{}
[12:41:22]  RESULT		"Thank you for your Interest."
[12:41:27]  COMMAND	DELETE 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec"
[12:41:27]  DATA		{}
